shop_id,shop_name,category,address,longitude,latitude,tel,rating,cost,business_area,type
153,蜀九香火锅(新会展Art店),火锅店,新会展中心世纪城路166号西蜀廊桥3栋(近洲际大酒店),104.073184,30.559844,028-85330080;15882492271,4.7,128.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
154,魏大侠鲜菜火锅(总店),火锅店,天久北巷42号,104.077007,30.593236,028-61687768,4.7,94.00,桂溪,餐饮服务;中餐厅;火锅店
155,椒香城门口老火锅(长寿路店),火锅店,长寿路6号附1号,104.073513,30.612155,028-85234689,4.7,70.00,桂溪,餐饮服务;中餐厅;火锅店
156,啥子老火锅(西门罗家碾店),火锅店,罗家碾街2号附9号(草堂北路地铁站D口步行430米),104.027388,30.672773,18111626776,4.7,91.00,府南,餐饮服务;中餐厅;火锅店
157,正南齐北重庆老火锅(南湖直营店),火锅店,万顺路一段327号,104.024918,30.491907,19308011807,4.7,105.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
158,慢搅粥底火锅(太古里店),火锅店,油篓街48号(东门大桥地铁站D2口步行400米),104.0845,30.650917,028-86662585,4.7,71.00,春熙路,餐饮服务;中餐厅;火锅店
159,星鸿社重庆老火锅(菽香里一巷),火锅店,菽香里一巷36号(新鸿路地铁站D口步行230米),104.104486,30.664483,13618063002,4.7,95.00,新鸿路,餐饮服务;中餐厅;火锅店
160,蓉城江湖老火锅(春熙路熊猫邮局店),火锅店,暑袜北二街67号,104.076651,30.660403,19113277727,4.6,64.00,太升路,餐饮服务;中餐厅;火锅店
161,火耀局火锅(净居寺店),餐饮相关,北顺街6号-附8(净居寺地铁站A口步行370米),104.101316,30.623555,13355913619;13628090825,4.6,84.00,东光,餐饮服务;餐饮相关场所;餐饮相关
162,李雪火锅食府(宽窄巷子总店),火锅店,下同仁路72号(宽窄巷子地铁站B口步行60米),104.051885,30.664985,15397628901,4.6,121.00,长顺街,餐饮服务;中餐厅;火锅店
163,蜀大侠火锅(西玉龙创始店),火锅店,西玉龙街18号(骡马市地铁站F口步行170米),104.068412,30.667288,028-86678858,4.6,81.00,人民中路,餐饮服务;中餐厅;火锅店
164,宽来火锅(成都悠方购物中心店),火锅店,交子大道300号悠方购物中心6F层,104.057888,30.583125,028-86947006;19980794292,4.6,115.00,金融城央双地铁全业态商业街区,餐饮服务;中餐厅;火锅店
165,豆芽·老火锅(成都总店),火锅店,梓潼桥正街45号附2号,104.081157,30.660035,028-86622961;13228112181,4.7,95.00,春熙路,餐饮服务;中餐厅;火锅店
166,大虎老火锅(成都店),火锅店,天府国际一层(牛王庙地铁站G口步行270米),104.091146,30.641398,19141977815,4.7,80.00,牛王庙,餐饮服务;中餐厅;火锅店
167,椒香城门口老火锅(春熙路店),综合酒楼,西御河街道三桂前街103号附2号2层,104.073924,30.662743,028-62670277,4.6,76.00,太升路,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;综合酒楼
168,围炉火锅(优品道店),火锅店,东坡路42号,104.003645,30.661575,028-61500888;17711373851,4.7,115.00,光华,餐饮服务;中餐厅;火锅店
169,五里关火锅(九眼桥店),餐饮相关,青和里南段64号(牛王庙地铁站G口步行190米),104.090577,30.6424,18123254948,4.7,87.00,东大街,餐饮服务;餐饮相关场所;餐饮相关
170,天星正源火锅(麓湖店),汽车维修,绵州路522号(麓湖云邸酒店对面),104.05431,30.463478,15196692179,4.7,86.00,四川天府新区成都直管区,汽车维修;汽车维修;汽车维修
171,东部蜀韵火锅(天府机场总店),火锅店,草池镇安顺街628号,104.407093,30.319757,028-68339595;15928662833,4.7,88.00,[],餐饮服务;中餐厅;火锅店
172,辣满贯老火锅(曹家巷店),火锅店,马鞍南街7号附一号(红星桥地铁站C口步行290米),104.088575,30.673208,028-62711433,4.7,76.00,红星路,餐饮服务;中餐厅;火锅店
173,蜀大侠火锅(红牌楼店),火锅店,佳灵路6号1楼附2号(红牌楼地铁站C口步行180米),104.027935,30.634078,19182153262,4.6,86.00,永盛,餐饮服务;中餐厅;火锅店
174,蜀大侠火锅(龙泉店),火锅店,燃灯寺南路路398号东域龙湾二期8栋1单元1号,104.262634,30.544391,028-61433666,4.7,72.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
175,西妹火锅(高新店),火锅店,荟锦路204号,104.055776,30.590355,19108227740,4.7,75.00,石羊场,餐饮服务;中餐厅;火锅店
176,白李记兔火锅,中餐厅,解放路二段4-3号,104.079567,30.677382,13982212281,4.7,69.00,城隍庙,餐饮服务;中餐厅;中餐厅
177,罗二火锅(建设路店),火锅店,建设北路三段167号,104.115091,30.677733,13668129931,4.7,98.00,二仙桥,餐饮服务;中餐厅;火锅店
178,蜀镇老火锅(金楠天街店),火锅店,武晋路1488号12栋附104号、105号,103.995334,30.647472,028-62733885,4.7,90.00,双楠,餐饮服务;中餐厅;火锅店
179,小龙坎火锅(世纪城店),火锅店,天府大道中段500号世纪城地铁B出口南行150米东方希望天祥广场5幢1-2楼,104.068221,30.552726,028-87786100,4.6,98.00,大源,餐饮服务;中餐厅;火锅店
180,圆胖子老火锅(宽窄巷子店),火锅店,长顺上街18号(人民公园地铁站D口步行250米),104.056977,30.661891,[],4.6,82.00,长顺街,餐饮服务;中餐厅;火锅店
181,天府里火锅,火锅店,吉祥路39号,104.052286,30.669779,028-60160555;13608201605,4.6,86.00,长顺街,餐饮服务;中餐厅;火锅店
182,巴蜀大将火锅(九眼桥店),火锅店,宏济上路56号(九眼桥地铁站D1口步行330米),104.090771,30.640476,028-64661168,4.6,70.00,牛王庙,餐饮服务;中餐厅;火锅店
183,万发火锅(九眼桥店),火锅店,宏顺路44号1层,104.094601,30.640537,13228221992,4.6,80.00,海椒市,餐饮服务;中餐厅;火锅店
184,荣胜和鲜货火锅(春天广场直营店),火锅店,涌泉街道鹏程路86号附201号,103.871699,30.675353,028-61708890,4.6,80.00,涌泉,餐饮服务;中餐厅;火锅店
185,大妙火锅(宽窄店),火锅店,窄巷子11号(东广场入口50米),104.054522,30.662799,028-86251111,4.6,120.00,长顺街,餐饮服务;中餐厅;火锅店
186,罗二火锅(UPARK公园店),火锅店,富华北路666号2栋205号,104.039615,30.555202,17821536810;19113256631,4.7,98.00,四川天府新区,餐饮服务;中餐厅;火锅店
187,巴蜀大将火锅(宽窄巷子店),火锅店,少城路11号建材大厦1楼,104.058404,30.658656,028-60159044,4.5,70.00,长顺街,餐饮服务;中餐厅;火锅店
188,七星椒火锅•四川餐饮名店(中铁店),茶艺馆,天佑路418号,104.09443,30.768514,19108239830,4.6,82.00,天回,餐饮服务;中餐厅;火锅店|餐饮服务;茶艺馆;茶艺馆
189,宽来火锅(来福士广场店),火锅店,人民南路四段3号成都来福士塔4三楼,104.068441,30.631659,13558783141,4.6,115.00,跳伞塔,餐饮服务;中餐厅;火锅店
190,码头故事火锅(黄金路店),火锅店,西三环羊犀立交外黄金东一路222号万裕生活广场1-2楼,103.992974,30.709239,028-87628755,4.6,67.00,金泉,餐饮服务;中餐厅;火锅店
191,熹堂火锅(科华北路总店),火锅店,科华北路34号附8号,104.076125,30.629925,18080990520,4.6,110.00,跳伞塔,餐饮服务;中餐厅;火锅店
192,黄场火锅,火锅店,双清南路6号(久居茶府楼下),104.017694,30.673171,13258241297,4.7,86.00,清江,餐饮服务;中餐厅;火锅店
193,七星椒火锅(达令港店),餐饮相关,詹家湾路55号(方营路555号),104.067337,30.764099,028-83970606,4.7,80.00,大丰,餐饮服务;餐饮相关场所;餐饮相关
194,龙火锅,火锅店,华阳街道嘉州路168号3栋1单元221、222、223、224、225号,104.058173,30.464684,028-83333655;15655656557,4.7,110.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
195,蜀九香火锅(迎宾店),火锅店,迎宾大道8号院街1栋1层1号商,104.008791,30.710924,028-89993163,4.6,118.00,金泉,餐饮服务;中餐厅;火锅店
196,赤里火锅(月牙湖店),火锅店,吉瑞一路200号航天城上城二期4栋1层,104.060049,30.557623,028-61111633;17821536815,4.6,86.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
197,大仅火锅(五里墩店),火锅店,茶店子五里墩中街37号,104.032993,30.689988,13401004084,4.7,85.00,营门口,餐饮服务;中餐厅;火锅店
198,牛市坎火锅(建设路店),火锅店,建设路建设巷14号附8号,104.103451,30.671551,028-87800116;15528143684;17311329527,4.6,72.00,[],餐饮服务;中餐厅;火锅店
199,重庆邓毛肚火锅(大源店),火锅店,天府二街1336号,104.032095,30.551386,028-85145677;13880492680;17821536390,4.7,58.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
200,于屿城火锅(建设路店),餐饮相关,建和路1号附14号2层二环东二段7号,104.110555,30.671652,028-61111877,4.6,69.00,建设路,餐饮服务;餐饮相关场所;餐饮相关
201,华丰火锅(东大街店),餐饮相关,东大街紫东路段128号附2号一楼商铺,104.090015,30.646718,028-86057712;13980823315;17796486847,4.6,87.00,东大街,餐饮服务;餐饮相关场所;餐饮相关
202,成门老火锅,火锅店,保和街道锦绣大道5535号1层(魔方广场2栋1层商铺),104.138942,30.634131,15340471895,4.6,76.00,保和,餐饮服务;中餐厅;火锅店
203,毛孃孃老火锅(春熙路店),火锅店,东大街下东大街段21号附18号(香槟广场二楼),104.079411,30.652489,15523165989;18848293860,4.5,60.00,大慈寺,餐饮服务;中餐厅;火锅店
204,海底捞火锅(印象城店),火锅店,中国///建设北路二段133号1栋4层06/07/08/20号,104.107473,30.674729,028-67579780;028-67579790,4.5,120.00,建设路,餐饮服务;中餐厅;火锅店
205,重庆邓毛肚火锅(华府店),火锅店,顺兴路264号,104.026859,30.494519,18109099922,4.7,58.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
206,巴蜀大宅门火锅(子云路店),餐饮相关,子云路9号3栋2层附234号,104.029465,30.69948,19272858848,4.6,89.00,营门口,餐饮服务;餐饮相关场所;餐饮相关
207,贵场火锅(环贸ICD店),火锅店,古雅坡路15号3层(东大路地铁站E口步行140米),104.116099,30.631258,028-83386899;15884582898,4.6,181.00,净居寺,餐饮服务;中餐厅;火锅店
208,大妙火锅(东湖公园店),火锅店,二环路国信路口8号(东湖公园大门对面),104.088732,30.62131,028-84538888;028-85270211,4.7,130.00,龙舟路,餐饮服务;中餐厅;火锅店
209,黔夺夺贵州酸汤火锅(太古里店),火锅店,龙王庙正街21号(春熙路地铁站E2口步行420米),104.077168,30.649711,18382430500,4.6,70.00,春熙路,餐饮服务;中餐厅;火锅店
210,巴蜀大将火锅(新南门店),火锅店,新南路8号附2号1楼(新南门地铁站D口步行70米),104.074997,30.643152,028-85179033,4.5,70.00,小天竺,餐饮服务;中餐厅;火锅店
211,市井边边自助旋转小火锅(九眼桥店),火锅店,一环路南一段2号好望角广场F1层,104.086405,30.637591,13060074253;18382111451,4.6,39.00,红瓦寺,餐饮服务;中餐厅;火锅店
212,蜀锦云老火锅(桐梓林店),火锅店,新希望路4号2栋1单元1楼20号,104.072441,30.614912,19308188643,4.6,100.00,桂溪,餐饮服务;中餐厅;火锅店
213,小龙老火锅,火锅店,营康路82号,104.038007,30.684839,19828520129,4.6,72.00,抚琴,餐饮服务;中餐厅;火锅店
214,小龙坎火锅(ifs hot店),火锅店,东大街下东大段21号附29号蓝光·香槟广场F2,104.079207,30.652578,[],4.4,99.00,大慈寺,餐饮服务;中餐厅;火锅店
215,大味火锅(武青店),火锅店,武青北路76号8栋1层一号(培风地铁站A口步行90米),103.97807,30.660043,028-66661988;028-86263333,4.6,81.00,机投桥/机投,餐饮服务;中餐厅;火锅店
216,巴蜀大宅门火锅(新华公园店),火锅店,新鸿南路75号,104.106285,30.658951,028-84346222,4.7,83.00,新鸿路,餐饮服务;中餐厅;火锅店
217,万杰老灶火锅(八里二店),火锅店,双建路378号,104.111583,30.683969,028-83288369,4.7,81.00,二仙桥,餐饮服务;中餐厅;火锅店
218,程记私房火锅兔(锦西人家二期店),火锅店,子云路412号,104.034477,30.702743,19980797939,4.6,61.00,营门口,餐饮服务;中餐厅;火锅店
219,驿火锅,火锅店,驿泉路149号151号,104.248049,30.56614,028-89117799;19102879697,4.6,50.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
220,市井土火锅(学府路店),火锅店,蒲阳河南路16号,103.634845,30.998483,15881033378;17711234345,4.6,39.00,幸福大道,餐饮服务;中餐厅;火锅店
221,龙户人家串串香火锅(春熙路店),中餐厅,红星路四段265号附1号,104.077761,30.6511,18123356772,4.7,73.00,东大街,餐饮服务;中餐厅;中餐厅
222,玉林串串香(总店),火锅店,玉林街26号附23号(倪家桥地铁站E口步行350米),104.062106,30.626662,028-85580723,4.7,75.00,玉林,餐饮服务;中餐厅;火锅店
223,叁角叁串串香,餐饮相关,三多里84号附5号,104.071484,30.665211,17781840120,4.7,50.00,太升路,餐饮服务;餐饮相关场所;餐饮相关
224,水碾河刘老大串串香(水碾河路店),火锅店,水碾河路26号(近蜀都大道),104.101413,30.647131,028-84447788;13281248634;13981755345,4.7,80.00,双桥子,餐饮服务;中餐厅;火锅店
225,胡记串串香(星辉路店),火锅店,星辉中路3号,104.084176,30.674058,028-83385685;17844704142,4.7,58.00,[],餐饮服务;中餐厅;火锅店
226,串根香草本串串(总店),火锅店,正北中街158号,104.06128,30.512319,028-85621459;15828458825,4.7,64.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
227,龙户人家串串香火锅(成都新街里店),火锅店,荟锦路166号2楼,104.055386,30.591022,15678422140;19108030634,4.9,82.00,石羊场,餐饮服务;中餐厅;火锅店
228,玉林串串香(春熙店),火锅店,茂业百货出入口西北120米,104.078166,30.658524,028-86661092;18108267547,4.6,75.00,梓潼,餐饮服务;中餐厅;火锅店
229,街边边串串香(东郊记忆店),火锅店,东郊记忆路271号(东郊记忆地铁站A口步行170米),104.128752,30.669997,15281030043;17844718959,4.6,50.00,跳蹬河,餐饮服务;中餐厅;火锅店
230,海椒市串串香(总店),火锅店,茶店子南街2号(茶店子地铁站D2口步行310米),104.027125,30.6976,028-89992830;19183972830,4.7,84.00,茶店子,餐饮服务;中餐厅;火锅店
231,老街小牛牛肉串串香店,特色/地方风味餐厅,清江东路8号附24号,104.036873,30.667832,17721870807,4.7,59.00,白果邻里,餐饮服务;中餐厅;特色/地方风味餐厅
232,蜀四少集市串串(玉林肖家河店),火锅店,肖家河街63-65号(永丰地铁站B口步行450米),104.044668,30.630818,17761317518,4.6,58.00,肖家河,餐饮服务;中餐厅;火锅店
233,龙户人家串串香店(建设路店),火锅店,建设南新路77号附6号(新鸿路地铁站D口步行320米),104.105558,30.664824,13666145265,4.8,64.00,新鸿路,餐饮服务;中餐厅;火锅店
234,成都瓜串串(总店),火锅店,金房苑东路29号(花照壁地铁站A2口步行230米),104.039872,30.694821,18980867192,4.7,62.00,营门口,餐饮服务;中餐厅;火锅店
235,盘子哥盘子串串香(万兴街店),火锅店,联合小区万兴街6号附14号,104.121888,30.652543,13558866976;18980660408,4.7,45.00,万年场,餐饮服务;中餐厅;火锅店
236,庾记厕所串串(总店),火锅店,沙湾东一路10号附31号(沙湾地铁站E口步行460米),104.054904,30.689668,13551384890,4.7,58.00,九里堤,餐饮服务;中餐厅;火锅店
237,牛签签串串香(IFS店),四川菜(川菜),小科甲巷1号一栋3楼(IFS对面),104.080167,30.655367,13699616527,4.6,64.00,东大街,餐饮服务;中餐厅;四川菜(川菜)
238,马路边边串串香(玉林店),中餐厅,玉洁西街2号附2号(倪家桥地铁站E口步行430米),104.062215,30.622527,028-86335429;19223285523,4.6,60.00,倪家桥,餐饮服务;中餐厅;中餐厅
239,龙户人家串串香(奎星楼店),餐饮相关,吉祥苑39号附一号,104.052201,30.669821,15882089419;18190875578,4.8,85.00,长顺街,餐饮服务;餐饮相关场所;餐饮相关
240,小龙桥口口香串串(新华社区北区店),火锅店,新鸿南路77号新华社区33栋(新龙苑对面),104.109432,30.659705,13558715109;15982132811,4.7,80.00,新鸿路,餐饮服务;中餐厅;火锅店
241,屋头串串香(贝森店),火锅店,双新南路50号,103.998318,30.668041,028-86114849,4.7,64.00,东坡,餐饮服务;中餐厅;火锅店
242,山城风串串王(建设路总店),火锅店,建设路建设巷14号附25号,104.103115,30.671455,18980044984,4.6,53.00,[],餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;火锅店
243,结子串串香(华润旗舰店),餐饮相关,双福二路万象润街双成三路15号附188号2楼,104.116856,30.644962,13438282397;13568886865,4.7,89.00,万年场,餐饮服务;餐饮相关场所;餐饮相关
244,胡记串串香(万象城店),火锅店,双林北横路109号附2号,104.110967,30.653027,17882086930,4.7,72.00,万年场,餐饮服务;中餐厅;火锅店
