spot_id,spot_name,spot_level,poi_category,address,longitude,latitude,rating,ticket_price_min,opening_hours_json,description,travel_tips,cultural_context,avg_visit_hours,area_tag
60,探洞工场(环球中心旗舰店),-,体育休闲服务,天府大道北段1700号9栋1单元1楼101附,104.061663,30.571067,3.8,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,适合亲子探险，建议游玩2-3小时。位于环球中心内，按场次收费约100-150元/人，需提前预约。注意穿着运动装。,大型室内洞穴探险乐园，模拟地质溶洞与攀爬关卡，结合科普与体能挑战，是成都新兴的亲子体育休闲目的地。,2.5,武侯区
61,交子金融博物馆,-,科教文化服务,桂溪街道桂溪街道锦云东二巷,104.076625,30.582839,4.3,0,"{""open"":""9:00"",""close"":""17:00""}",科教文化服务;博物馆;博物馆,免费开放（周一闭馆），建议游览1.5小时。地铁1号线金融城站可达，可现场扫码预约，了解金融知识。,展示成都从交子诞生到现代金融发展史的专题博物馆，交子是世界最早纸币，博物馆以科技互动方式讲述金融文化。,1.5,武侯区
62,UPARK公园,-,购物服务,富华北路666号,104.039721,30.554564,3.9,0,"{""open"":""10:00"",""close"":""22:00""}",购物服务;购物相关场所;购物相关场所,免费开放，开放式商业公园，建议傍晚前往，适合散步、餐饮、拍照，游玩1-2小时。,现代设计感强的社区商业公园，融合餐饮、文创、亲子空间，体现成都公园城市与消费场景结合的休闲生活方式。,1.5,武侯区
63,东湖公园,-,风景名胜,二环路东五段301号(东湖公园地铁站A口旁),104.087899,30.616051,4.3,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游，建议1-2小时。适合晨跑或傍晚散步，园内有湖泊和草坪，注意蚊虫。,成都市区较早的湖泊公园，以湖光水色和城市天际线为背景，是锦江区居民休闲健身的绿肺，承载老成都记忆。,1.5,锦江区
64,招商大魔方佰利荟,-,商务住宅,天府大道北段1777号3栋,104.071938,30.574571,3.6,0,"{""open"":""10:00"",""close"":""22:00""}",商务住宅;楼宇;商务写字楼,,,0.5,武侯区
65,望江楼公园,4A,风景名胜,望江路30号,104.092217,30.629277,4.4,20,"{""open"":""8:00"",""close"":""18:00""}",风景名胜;公园广场;公园,免费开放（园内文物区收费20元），建议游览1.5-2小时。地铁6号线三官堂站步行可达，春秋两季最宜。,为纪念唐代女诗人薛涛而建，以望江楼古建筑群和遍植的翠竹闻名，是成都最具诗意的园林，也是竹文化博物馆。,2.0,武侯区
66,锦里古街,4A,风景名胜,武侯祠大街231号附1号,104.049828,30.645994,4.5,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,免费开放，建议傍晚至夜间游览，灯光效果最佳，游玩2小时。与武侯祠相连，小吃和纪念品众多，注意人流量大。,西蜀最古老的商业街道之一，三国文化主题古街，青石板路与红灯笼营造浓郁川西民俗氛围，是成都美食与手工艺的窗口。,2.5,武侯区
67,文殊院,4A,风景名胜,文殊院街66号(文殊院地铁站K口步行400米),104.072527,30.675418,4.6,0,"{""open"":""8:00"",""close"":""17:00""}",风景名胜;风景名胜;寺庙道观,免费开放，建议上午前往，游览1-1.5小时。地铁1号线文殊院站直达，可品尝素斋和宫廷糕点，注意保持安静。,始建于隋代的佛教禅宗寺院，是长江上下游四大禅林之首，藏有玄奘舍利，建筑古朴庄严，是成都佛教文化中心。,1.5,青羊区
68,东安湖体育公园,-,体育休闲服务,东安街道体育公园路16号、18号、20号、22号,104.248359,30.598399,4.2,0,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;运动场馆;综合体育馆,建议下午4点后入园，避开高温，游览2-3小时。主体育场外观免费参观，内部场馆赛事需购票，周末常有演唱会，提前查票。,第31届世界大学生夏季运动会主场馆，融合太阳神鸟与芙蓉花元素，是成都体育新地标，体现公园城市理念。,3.0,龙泉驿区
69,锦城广场,-,风景名胜,天府大道北段1656号,104.068,30.56891,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;城市广场,全天开放，免费。建议傍晚前往，欣赏城市夜景与灯光喷泉，游玩1小时。地铁1号线锦城广场站直达，注意防晒。,成都天府广场以南的城市门户广场，紧邻环球中心，是展示成都现代都市风貌和休闲文化的核心地标。,1.0,武侯区
70,成都环城绿道0公里,-,风景名胜,天府大道中段与天府大道北段辅路交叉口南190米,104.068877,30.564775,4.3,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,环城绿道全长100公里，0公里处建议骑行或徒步体验一段，免费。清晨或黄昏最佳，租车约20元/小时，自带水。,成都环城生态公园绿道起点，串联百个公园，体现‘公园城市’理念，是市民骑行、跑步的生态休闲长廊。,1.0,武侯区
71,成都博物馆,4A,科教文化服务,小河街1号,104.063749,30.657297,4.7,0,"{""open"":""9:00"",""close"":""17:00""}",科教文化服务;博物馆;博物馆,周二至周日9:00-17:00开放，免费需预约（官方微信）。建议游览2-3小时，重点看‘花重锦官城’成都历史文化陈列。,西南地区最大的城市博物馆，馆藏20余万件，展示成都从宝墩文明到近现代的数千年历史，是了解天府文化的首选窗口。,2.5,青羊区
72,成都杜甫草堂博物馆,4A,科教文化服务,青华路37号,104.028514,30.660153,4.7,50,"{""open"":""9:00"",""close"":""18:00""}",科教文化服务;博物馆;博物馆,开放时间8:00-18:00，门票50元（学生半价）。建议游览2-3小时，春季赏梅、秋季看竹，避开周末人流高峰。,杜甫流寓成都时的故居，是中国文学史上圣地，茅屋、诗史堂等建筑保存完好，体现诗圣忧国忧民的情怀。,2.5,青羊区
73,海合安成都极地海洋公园,4A,风景名胜,天府新区海洋路68号,104.073287,30.49487,4.5,130,"{""open"":""9:00"",""close"":""17:30""}",风景名胜;公园广场;水族馆,开放时间9:30-17:30，门票约200元（网上购票优惠）。建议游玩半天，上午看动物表演，下午逛极地馆，带小孩注意防晒。,集极地动物展示、海洋科普于一体的主题公园，拥有白鲸、海豚等珍稀动物，是西南地区重要的海洋文化教育基地。,3.5,双流区
74,成都动物园,4A,风景名胜,昭觉寺南路234号(动物园地铁站A口步行460米),104.106009,30.710131,4.5,20,"{""open"":""8:00"",""close"":""17:00""}",风景名胜;公园广场;动物园,开放时间8:00-17:00，门票20元。建议上午前往，动物较活跃，游玩2-3小时。大熊猫馆需排队，勿投喂动物。,建于1953年，是西南最大动物园，饲养大熊猫、金丝猴等300余种动物，承载几代成都人的童年记忆。,3.0,成华区
75,东安湖国际旅游度假区,-,风景名胜,湖岸北路与文运街交叉口东南420米,104.246291,30.590282,4.4,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,全年开放，免费。建议花半天环湖骑行或散步，可结合东安湖体育公园同游。夏季傍晚有音乐喷泉，注意防蚊。,以‘一湖一环、七岛十二景’为格局的生态度假区，融合大运遗产、蜀水文化与水幕光影秀，是成都近郊休闲度假新名片。,3.0,龙泉驿区
76,桂溪生态公园西区,-,风景名胜,天府一街桂溪生态公园(西侧),104.062735,30.562903,4.3,0,"{""open"":""全天""}",风景名胜;公园广场;公园,全天开放，免费。建议清晨或傍晚散步，游玩1-2小时。园内有儿童游乐区，可自带野餐垫，地铁锦城湖站可达。,位于高新区核心的生态公园，以‘海绵城市’理念设计，保留原生林盘与水系，是市民感受自然野趣的绿色客厅。,1.5,武侯区
77,塔子山公园,-,风景名胜,迎晖路222号(塔子山公园地铁站D口步行293米),104.124023,30.6344,4.2,0,"{""open"":""全天""}",风景名胜;公园广场;公园,开放时间6:30-21:00，免费。建议上午或傍晚登山观塔，游玩1-2小时。园内九天楼登楼需另付5元，注意台阶安全。,始建于1956年，园内九天楼为成都标志性仿古建筑，登高可眺望锦江与城市天际线，是传统园林与现代休闲结合的典范。,1.5,锦江区
78,春熙路IFS爬墙大熊猫打卡点,-,风景名胜,成都IFS(春熙路地铁站C口步行220米),104.080816,30.655441,4.6,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,全天开放，免费。建议白天或夜晚均可，拍照打卡约30分钟。位于IFS七楼平台，乘电梯直达，节假日人多需排队。,成都国际金融中心楼顶的大熊猫爬墙雕塑，由艺术家Lawrence Argent创作，已成为成都时尚地标与网红打卡点，象征城市活力。,1.0,锦江区
79,成都欢乐谷,4A,体育休闲服务,西华街道西华大道16号,104.032415,30.719292,4.5,230,"{""open"":""9:00"",""close"":""21:00""}",体育休闲服务;休闲场所;游乐场,开放时间9:00-21:00（周末延长），门票约200元，夜场更优惠。建议玩4-6小时，早点入园避开排队，自带雨衣玩水上项目。,西南地区大型主题乐园，拥有过山车、摩天轮等百余项游乐设施，结合蜀文化主题演出，是年轻人和家庭的欢乐聚集地。,4.0,金牛区
80,立巢航空博物馆,-,科教文化服务,天府大道1700号环球中心D馆,104.060695,30.569163,4.4,168,"{""open"":""10:00"",""close"":""17:00""}",科教文化服务;博物馆;博物馆,开放时间10:00-18:00，门票约150元（含讲解）。建议参观2小时，下午有模拟飞行体验，需提前预约，适合亲子家庭。,西南首个航空主题博物馆，展示真机、发动机及航空史资料，可体验模拟驾驶，普及航空科学知识，激发飞行梦想。,2.5,武侯区
81,南湖公园,-,风景名胜,华阳街道南湖北路与南湖东路交叉路口东北角,104.047924,30.499433,4.2,0,"{""open"":""全天""}",风景名胜;公园广场;公园,全天开放，免费。建议傍晚游览，看湖景与欧式建筑灯光，游玩1-2小时。可租船游湖（约50元），注意湖边安全。,以‘欧式风情+川西水景’为特色的城市湖泊公园，融合教堂、钟楼与湿地景观，是成都南部浪漫休闲与婚纱摄影胜地。,2.0,双流区
82,四川博物院,4A,科教文化服务,青华路5号,104.034127,30.660792,4.6,0,"{""open"":""9:00"",""close"":""17:00""}",科教文化服务;博物馆;博物馆,周二至周日9:00-17:00开放，免费需预约（官方微信）。建议游览2-3小时，重点看张大千书画馆和巴蜀青铜器展厅。,西南地区最大的综合性博物馆，创建于1941年，馆藏文物35万件，以巴蜀青铜、汉代陶石、张大千作品最具特色，是蜀文化宝库。,2.5,青羊区
83,安顺廊桥,-,风景名胜,滨江东路66号(九眼桥地铁站A口步行320米),104.085716,30.641325,4.3,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,建议傍晚至夜间前往，灯光亮起时最美。免费开放，游览约30分钟。可结合合江亭、九眼桥酒吧街一并游玩。,安顺廊桥原为明代古桥，历经重建，现为仿古风雨廊桥，横跨锦江，是成都夜景地标，承载老成都码头记忆。,0.5,武侯区
84,青龙湖湿地公园,-,风景名胜,十陵风景区内,104.183631,30.646345,4.3,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，适合春秋季全天游览，建议租自行车或步行环湖，约2-3小时。周末人多，注意防晒补水，禁止垂钓。,青龙湖为成都最大生态湿地湖泊之一，原为农田洼地改造而成，融合古蜀明蜀王陵遗址文化，是城市绿肺与观鸟胜地。,3.0,龙泉驿区
85,天府芙蓉园,-,风景名胜,簇马路一段69号,103.985809,30.591603,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,免费入园，最佳赏花期春季（3-5月）和秋季（9-10月）。建议游览2小时，注意园区较大，可乘观光车。,天府芙蓉园以木芙蓉为主题，成都别称“蓉城”即源于此花。园区融合川西林盘景观与芙蓉文化，展现花重锦官城意境。,2.0,武侯区
86,青羊宫,3A,风景名胜,一环路西二段9号(青羊宫地铁站C口向后步行90米),104.042609,30.661542,4.5,10,"{""open"":""8:00"",""close"":""18:00""}",风景名胜;风景名胜;寺庙道观,门票10元，开放时间8:00-18:00。建议上午前往，游览约1-1.5小时。可顺访文化公园，注意殿内禁止拍照。,青羊宫始建于周代，是西南地区最大道教宫观，供奉老子，现存明代八卦亭、清代三清殿，每年花会庙会传承千年。,1.5,青羊区
87,天府艺术公园,-,风景名胜,金泉街道金牛大道金牛坝路388号,104.022692,30.711411,4.5,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，美术馆需预约（周一闭馆）。建议下午游览2-3小时，傍晚看湖景灯光。园内餐饮较少，可自带水。,天府艺术公园以“一湖三馆”为核心，含当代美术馆、图书馆、艺术馆，建筑融合川西民居与山水意境，是新兴文化地标。,2.5,金牛区
88,三圣花乡旅游区,4A,风景名胜,[],104.160261,30.58648,4.4,0,"{""open"":""全天""}",风景名胜;风景名胜;国家级景点,免费开放，各花乡四季有花，建议自驾或公交前往。游览半天，可体验农家乐、花卉市场，注意周末交通拥堵。,三圣花乡由红砂、幸福、万福等村组成，原为传统花农聚居地，现为“五朵金花”乡村旅游典范，传承川西花文化。,3.0,锦江区
